תעודת זהות,תאריך ביקור,קוד הבחנה,עומק קוד הבחנה,תיאור הבחנה,קוד מרפאה,סוג קוד
244208411.0,1997-08-21 17:55:03,577.0,4,Acute pancreatitis,9566,icd9
208050847.0,1997-01-15 16:35:20,156.9,4,"Biliary tract, part unspecified",1977,icd9
331151786.0,1997-07-27 16:55:22,153.5,4,Appendix,9566,icd9
289518631.0,1980-10-22 13:01:04,902.52,5,Hypogastric vein,3647,icd9
242496434.0,1981-10-31 16:48:22,E865.0,4,Meat,6321,icd9
222264765.0,1997-05-07 22:54:07,323.5,4,"Encephalitis, myelitis, and encephalomyelitis following immunization procedures",1500,icd9
210517623.0,2011-09-23 14:40:05,464.10,5,Without mention of obstruction,1404,icd9
202915084.0,2007-07-16 09:37:19,V42.83,5,Pancreas,4303,icd9
365526120.0,1985-11-25 19:57:12,530.89,5,Other,3643,icd9
200761717.0,1991-09-25 23:39:00,736.73,5,Cavus deformity of foot,1404,icd9
306642509.0,1988-05-20 07:55:21,577.0,4,Acute pancreatitis,3075,icd9
229555945.0,2018-11-21 23:20:22,344.42,5,Affecting nondominant side,3543,icd9
254880636.0,1981-09-28 17:20:04,379.19,5,Other,6755,icd9
,1985-04-29 03:58:48,730.1,4,Chronic osteomyelitis,3894,icd9
263645914.0,2014-12-17 18:23:36,V65.43,5,Counseling on injury prevention,2972,icd9
,2014-07-05 05:05:12,772.11,5,Grade I,4303,icd9
207954142.0,1991-06-02 11:02:30,E868.0,4,Liquefied petroleum gas distributed in mobile containers,2962,icd9
317039473.0,1985-09-18 02:45:10,366.34,5,Cataract in degenerative disorders,7573,icd9
355113155.0,2012-07-25 15:33:04,334.8,4,Other spinocerebellar diseases,7116,icd9
252915145.0,2013-02-27 08:43:27,156.9,4,"Biliary tract, part unspecified",1977,icd9
276684657.0,1980-12-31 02:23:08,706.8,4,Other specified diseases of sebaceous glands,6238,icd9
229637245.0,1987-05-08 20:31:43,005.3,4,Food poisoning due to other Clostridia,7364,icd9
287867861.0,1974-02-11 08:08:02,093.24,5,Pulmonary valve,3894,icd9
208551822.0,1987-10-25 22:08:14,E866.8,4,Other specified solid or liquid substances,9566,icd9
357590266.0,2010-01-12 03:58:59,555.2,4,Small intestine with large intestine,5253,icd9
270805079.0,1973-03-06 09:04:59,120.1,4,Schistosoma mansoni,1282,icd9
318046930.0,2000-06-16 14:31:19,995.54,5,Child physical abuse,3894,icd9
,2008-09-24 07:04:23,164.2,4,Anterior mediastinum,4934,icd9
,1996-04-06 08:04:14,535,3,Gastritis and duodenitis,7882,icd9
291060185.0,2015-07-03 18:10:57,194,3,Malignant neoplasm of other endocrine glands and related structures,7882,icd9
338578017.0,1987-01-17 17:22:44,729.30,5,"Panniculitis, unspecified site",8625,icd9
338885182.0,1995-12-27 13:57:39,V62.9,4,Unspecified psychosocial circumstance,3611,icd9
,2015-07-01 18:09:03,E840-E845,2,AIR AND SPACE TRANSPORT ACCIDENTS ,5253,icd9
258845749.0,2002-04-10 19:29:23,525.10,5,"Acquired absence of teeth, unspecified",3647,icd9
341518210.0,1982-10-22 06:48:56,312.30,5,"Impulse control disorder, unspecified",2533,icd9
,1990-04-30 14:53:22,099.9,4,"Venereal disease, unspecified",1211,icd9
211128161.0,1999-07-10 08:50:05,451.81,5,Iliac vein,7882,icd9
220655704.0,1977-06-18 12:04:58,138,3,Late effects of acute poliomyelitis,3962,icd9
353519978.0,2000-01-28 12:20:20,521.06,5,Dental caries pit and fissure,4224,icd9
366266334.0,1976-12-06 19:55:35,V71.1,4,Observation for suspected malignant neoplasm,9623,icd9
333316084.0,1979-09-05 05:16:44,V53,3,Fitting and adjustment of other device,1282,icd9
213386907.0,1994-01-14 04:05:22,070.71,5,Unspecified viral hepatitis C with hepatic coma,3075,icd9
342650335.0,1986-10-31 11:59:08,V55.1,4,Gastrostomy,1323,icd9
366865555.0,1972-10-20 15:24:35,564.1,4,Irritable bowel syndrome,1977,icd9
200835013.0,1988-06-24 02:40:27,836.60,5,"Dislocation of knee, unspecified",3146,icd9
283354783.0,1976-05-09 22:38:27,370.22,5,Macular keratitis,1211,icd9
337405879.0,1996-08-11 15:40:19,331.3,4,Communicating hydrocephalus,8004,icd9
327588765.0,1993-04-30 12:03:25,638.8,4,With unspecified complication,2344,icd9
340946783.0,1998-07-01 19:03:18,722.82,5,Thoracic region,5196,icd9
230890748.0,1976-09-08 05:02:01,E939,3,Psychotropic agents,5253,icd9
340020373.0,2018-10-31 06:30:42,901.41,5,Pulmonary artery,4224,icd9
207542139.0,2016-08-16 04:48:12,344.0,4,Quadriplegia and quadriparesis,2533,icd9
243968891.0,2000-07-28 20:41:08,344.04,5,"C5-C7, incomplete",7485,icd9
201033707.0,1994-03-14 19:33:36,638.2,4,Complicated by damage to pelvic organs or tissues,1211,icd9
,2005-09-15 03:02:17,722.82,5,Thoracic region,4224,icd9
,2013-10-26 12:30:50,377.12,5,Postinflammatory optic atrophy,1822,icd9
308970961.0,1976-05-11 20:01:54,863.90,5,"Gastrointestinal tract, unspecified site",4224,icd9
286396475.0,1979-03-08 19:18:36,036.4,4,Meningococcal carditis,4934,icd9
,1977-04-16 12:15:45,006.2,4,Amebic nondysenteric colitis,3643,icd9
253892264.0,1979-05-31 05:16:16,529.0,4,Glossitis,1323,icd9
,1996-12-12 10:30:17,464.1,4,Acute tracheitis,3894,icd9
225870449.0,2010-09-13 13:42:07,255.1,4,Hyperaldosteronism,4934,icd9
,1990-07-20 13:53:41,268,3,Vitamin D deficiency,7364,icd9
,1995-07-01 16:37:22,511.0,4,Without mention of effusion or current tuberculosis,3643,icd9
225796051.0,1987-01-30 14:21:26,636.8,4,With unspecified complication,1211,icd9
342985319.0,2000-07-14 01:19:27,110.9,4,Of unspecified site,1323,icd9
215446033.0,1979-11-08 13:51:07,V27.2,4,"Twins, both liveborn",7116,icd9
340272773.0,2006-04-27 02:53:34,713,3,Arthropathy associated with other disorders classified elsewhere,3611,icd9
259194081.0,1991-06-08 13:34:58,079.59,5,Other specified retrovirus,8625,icd9
297704613.0,2014-04-22 08:33:57,736.3,4,Acquired deformities of hip,2962,icd9
283862329.0,2003-06-14 20:14:19,E946.0,4,Local anti-infectives and anti-inflammatory drugs,3962,icd9
287595901.0,2011-03-19 20:27:31,V07.1,4,Desensitization to allergens,3643,icd9
338571753.0,1991-12-30 05:49:20,647.2,4,Other venereal diseases,1822,icd9
231998707.0,1996-11-10 14:12:39,013,3,Tuberculosis of meninges and central nervous system,2962,icd9
302099015.0,2018-08-12 14:48:00,760.77,5,Anticonvulsants,7573,icd9
322012555.0,2012-02-26 06:29:10,458.8,4,Other specified hypotension,1822,icd9
375545515.0,1997-10-09 11:26:01,059.22,5,Yaba monkey tumor virus,2962,icd9
,2000-12-26 22:27:42,V21.31,5,"Low birth weight status, less than 500 grams",5714,icd9
368940647.0,1977-04-19 05:18:09,369.62,5,One eye: total impairment; other eye: near-normal vision,6755,icd9
,1996-06-17 04:52:31,366.51,5,Soemmering's ring,5714,icd9
365840949.0,1991-07-04 19:06:10,793.8,4,Breast,2047,icd9
,1989-03-26 17:30:57,313.3,4,Relationship problems,7573,icd9
380439155.0,1971-06-27 05:00:29,521.32,5,"Erosion, extending into dentine",3543,icd9
,2019-08-20 11:53:24,149,3,"Malignant neoplasm of other and ill-defined sites within the lip, oral cavity, and pharynx",7485,icd9
,1982-07-02 17:06:25,187.3,4,Body of penis,8004,icd9
385273358.0,1995-09-30 06:32:02,367.22,5,Irregular astigmatism,1500,icd9
389750590.0,2002-04-28 06:56:30,V76.43,5,Skin,7364,icd9
274158534.0,1981-05-27 13:50:01,E943.9,4,Unspecified agent primarily affecting the gastrointestinal system,7364,icd9
,1976-02-17 16:08:18,524.63,5,Articular disc disorder (reducing or nonreducing),2515,icd9
302234947.0,2019-11-19 00:12:58,442,3,Other aneurysm,9566,icd9
295506627.0,2015-10-29 13:25:30,203,3,Multiple myeloma and immunoproliferative neoplasms,7107,icd9
270964950.0,2016-04-30 10:29:55,005.4,4,Food poisoning due to Vibrio parahaemolyticus,9657,icd9
375344576.0,2011-01-30 12:29:41,507.1,4,Due to inhalation of oils and essences,3962,icd9
279645877.0,2004-05-17 16:38:31,V16.49,5,Other,7087,icd9
245215553.0,1973-11-22 08:56:27,371.20,5,"Corneal edema, unspecified",1822,icd9
334824907.0,2013-11-07 18:08:14,V55.5,4,Cystostomy,3611,icd9
270207724.0,2019-07-01 13:52:29,813.92,5,Ulna (alone),3075,icd9
323826753.0,1991-10-12 05:38:43,320.81,5,Anaerobic meningitis,3075,icd9
,1994-04-17 05:53:52,375.55,5,"Obstruction of nasolacrimal duct, neonatal",5893,icd9
269315809.0,1974-12-31 21:59:27,162.0,4,Trachea,4934,icd9
375153910.0,1979-05-17 03:25:07,874.2,4,"Thyroid gland, without mention of complication",1822,icd9
286579684.0,2005-07-12 18:51:29,317,3,Mild mental retardation,1404,icd9
282203876.0,2008-09-17 20:04:05,E939.3,4,"Other antipsychotics, neuroleptics, and major tranquilizers",5253,icd9
,2019-06-12 17:10:07,946.4,4,Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part,3647,icd9
268261699.0,2010-04-19 01:46:13,590.80,5,"Pyelonephritis, unspecified",2972,icd9
232617410.0,2012-02-19 00:30:04,621.33,5,Endometrial hyperplasia with atypia,1282,icd9
350111197.0,1999-08-27 00:46:20,V21.0,4,Period of rapid growth in childhood,1323,icd9
348824839.0,1994-06-20 00:35:35,753,3,Congenital anomalies of urinary system,3146,icd9
266846563.0,2009-07-31 05:12:46,291.81,5,Alcohol withdrawal,8625,icd9
,1986-06-06 18:28:20,926,3,Crushing injury of trunk,7116,icd9
295658366.0,1998-11-01 22:15:03,802.7,4,"Orbital floor (blow-out), open",5893,icd9
241913455.0,1972-11-19 05:53:08,327.10,5,"Organic hypersomnia, unspecified",2972,icd9
294723808.0,2018-09-02 07:19:51,361.10,5,"Retinoschisis, unspecified",3543,icd9
287001606.0,1999-07-06 21:55:58,535.6,4,Duodenitis,1822,icd9
357169447.0,1990-09-29 09:11:55,967,3,Poisoning by sedatives and hypnotics,3647,icd9
222741569.0,1976-04-07 01:11:57,V10.03,5,Esophagus,2344,icd9
362758152.0,2006-04-01 20:37:03,459.31,5,Chronic venous hypertension with ulcer,2912,icd9
309562653.0,2005-06-27 21:52:23,391.8,4,Other acute rheumatic heart disease,2912,icd9
229570519.0,2015-08-06 16:37:38,E910.8,4,Other accidental drowning or submersion,3894,icd9
303040864.0,1999-07-18 05:54:35,527,3,Diseases of the salivary glands,3075,icd9
348295872.0,1996-10-02 12:08:45,727.3,4,Other bursitis,3611,icd9
321670325.0,1981-10-11 19:50:46,565,3,Anal fissure and fistula,5893,icd9
,1971-09-26 20:16:24,760.75,5,Cocaine,7882,icd9
222796486.0,2005-08-11 08:24:49,372.41,5,"Peripheral pterygium, stationary",8625,icd9
267387313.0,1973-01-05 20:11:16,V72.2,4,Dental examination,1822,icd9
312491874.0,1980-08-03 09:21:38,379.53,5,Visual deprivation nystagmus,7087,icd9
363479698.0,1982-01-06 05:01:13,842.12,5,Metacarpophalangeal (joint),3962,icd9
385991285.0,2018-10-29 16:01:33,142.0,4,Parotid gland,1500,icd9
273652797.0,2013-11-21 15:10:38,301.89,5,Other,9186,icd9
368212556.0,1980-11-01 14:51:13,372.89,5,Other disorders of conjunctiva,4303,icd9
240285067.0,2002-12-18 12:45:48,722.72,5,Thoracic region,2962,icd9
,1992-10-01 16:54:56,523.3,4,Aggressive and acute periodontitis,8625,icd9
,2005-06-12 22:36:24,524.53,5,Deviation in opening and closing of the mandible,7573,icd9
,2006-01-25 20:17:00,729.91,5,Post-traumatic seroma,5893,icd9
231828287.0,2012-11-08 01:30:00,191.6,4,Cerebellum NOS,8724,icd9
292649858.0,1987-12-01 01:54:23,381.0,4,Acute nonsuppurative otitis media,9186,icd9
369694735.0,2019-11-04 05:25:52,377,3,Disorders of optic nerve and visual pathways,2962,icd9
337833706.0,2008-02-09 16:50:27,222.8,4,Other specified sites of male genital organs,8625,icd9
351860957.0,2012-10-15 20:55:24,V64.42,5,Thoracoscopic surgical procedure converted to open procedure,2515,icd9
233010149.0,1991-12-24 19:55:31,209.56,5,Benign carcinoid tumor of the sigmoid colon,1211,icd9
248764299.0,2005-10-02 10:05:58,238.72,5,Low grade myelodysplastic syndrome lesions,2912,icd9
239579755.0,1980-04-20 13:23:08,375.15,5,"Tear film insufficiency, unspecified",3146,icd9
291703253.0,1978-12-26 15:03:26,251.9,4,Unspecified disorder of pancreatic internal secretion,7573,icd9
223096649.0,1983-10-18 02:57:18,376.45,5,Atrophy of orbit,3894,icd9
323231921.0,2018-03-03 08:42:01,872.6,4,"Other specified parts of ear, without mention of complication",7107,icd9
368111102.0,2019-12-20 03:38:19,530.5,4,Dyskinesia of esophagus,8625,icd9
233818477.0,1980-04-14 18:20:37,437.7,4,Transient global amnesia,7882,icd9
346037371.0,1989-02-24 18:30:34,389.21,5,"Mixed hearing loss, unilateral",7364,icd9
343627992.0,1990-09-27 06:59:41,132.1,4,Pediculus corporis [body louse],7116,icd9
287708222.0,2013-02-01 14:54:39,299.0,4,Autistic disorder,2515,icd9
276946262.0,1985-09-08 17:36:19,367.22,5,Irregular astigmatism,5893,icd9
346039715.0,1976-09-16 05:22:54,333.3,4,Tics of organic origin,3647,icd9
,2003-03-01 22:59:07,V76.50,5,"Intestine, unspecified",7087,icd9
266707465.0,1991-10-16 00:38:48,996.51,5,Due to corneal graft,6755,icd9
296254778.0,2018-12-14 17:23:26,331.2,4,Senile degeneration of brain,1404,icd9
254051273.0,2013-03-24 21:06:59,601.3,4,Prostatocystitis,8724,icd9
386677241.0,2013-06-29 11:27:12,736.1,4,Mallet finger,1500,icd9
282838935.0,1980-12-26 09:46:53,E938.0,4,Central nervous system muscle-tone depressants,7573,icd9
202252396.0,1992-03-02 01:48:12,375,3,Disorders of lacrimal system,5893,icd9
,2007-08-14 21:33:53,839.41,5,Coccyx,6238,icd9
213036876.0,1996-06-30 22:58:56,763.5,4,Maternal anesthesia and analgesia,3146,icd9
306897366.0,1977-04-12 04:35:09,704.01,5,Alopecia areata,1500,icd9
342928075.0,2018-11-25 07:42:50,788.91,5,Functional urinary incontinence,3962,icd9
388209331.0,1979-01-23 06:14:45,298.4,4,Psychogenic paranoid psychosis,1977,icd9
,1996-06-01 23:55:29,373,3,Inflammation of eyelids,3611,icd9
,1973-07-31 19:36:31,803.4,4,Closed with intracranial injury of other and unspecified nature,8004,icd9
,1991-05-11 04:29:31,381.06,5,Acute allergic sanguinous otitis media,4224,icd9
267155569.0,1981-06-07 21:33:52,600.0,4,Hypertrophy (benign) of prostate,2972,icd9
225359607.0,1992-02-17 03:04:48,726.69,5,Other,2912,icd9
368726118.0,1974-11-30 19:27:29,438.3,4,Monoplegia of upper limb,6321,icd9
283593326.0,1988-02-12 08:25:00,610.8,4,Other specified benign mammary dysplasias,3962,icd9
319814567.0,1988-09-17 16:07:10,224.7,4,Lacrimal duct,2344,icd9
239684542.0,2000-02-02 04:08:47,524.59,5,Other dentofacial functional abnormalities,9420,icd9
341146296.0,1971-06-03 13:02:04,V09.91,5,With multiple drug resistance,1282,icd9
297195811.0,1983-07-16 18:35:40,466.1,4,Acute bronchiolitis,7573,icd9
340737094.0,1984-11-17 10:36:52,E854.0,4,Antidepressants,8724,icd9
217299254.0,2015-04-05 08:24:07,821.39,5,Other,1282,icd9
335412847.0,2010-10-28 23:01:11,608.84,5,Chylocele of tunica vaginalis,3611,icd9
,1980-02-19 00:13:36,V70.5,4,Health examination of defined subpopulations,1977,icd9
370094208.0,2014-12-21 10:30:01,222.3,4,Epididymis,7107,icd9
,1985-02-13 21:17:58,V45,3,Other postprocedural states,3146,icd9
345362487.0,2005-06-30 15:54:45,V15.08,5,Allergy to radiographic dye,1500,icd9
,2001-06-19 21:40:00,728.84,5,Diastasis of muscle,3146,icd9
,1975-08-24 14:04:17,952.3,4,Sacral,5253,icd9
220365539.0,2010-12-08 17:23:39,768.1,4,Fetal death from asphyxia or anoxia during labor,1323,icd9
276368229.0,1987-02-06 04:45:10,427.42,5,Ventricular flutter,1822,icd9
316265419.0,2015-07-31 05:26:01,820.02,5,Midcervical section,7116,icd9
306001121.0,1981-02-04 07:34:29,E994,3,Injury due to war operations by destruction of aircraft,5196,icd9
,1999-05-13 17:26:59,363.71,5,Serous choroidal detachment,2972,icd9
262919369.0,1980-11-17 08:45:47,190-199,2,MALIGNANT NEOPLASM OF OTHER AND UNSPECIFIED SITES ,2533,icd9
312103048.0,1975-10-24 22:47:04,269.9,4,Unspecified nutritional deficiency,1323,icd9
338480294.0,1999-09-13 15:40:50,608.4,4,Other inflammatory disorders of male genital organs,3600,icd9
385522684.0,2018-09-24 10:49:46,525.41,5,"Complete edentulism, class I",3643,icd9
358522319.0,1991-11-05 19:28:59,229.9,4,Site unspecified,5253,icd9
228997097.0,1973-12-11 09:18:59,830.0,4,Closed dislocation,7485,icd9
298470335.0,1988-06-27 08:25:49,775.2,4,Neonatal myasthenia gravis,9657,icd9
227287166.0,1972-10-26 13:22:40,198.7,4,Adrenal gland,2533,icd9
,1998-07-22 05:24:19,078.89,5,Other specified diseases due to viruses,2344,icd9
345876808.0,1995-11-24 07:27:59,976.1,4,Antipruritics,3543,icd9
337566584.0,2001-04-28 02:14:25,851.8,4,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound",9623,icd9
,1985-08-11 05:57:38,525.7,4,Endosseous dental implant failure,8625,icd9
219831815.0,1989-08-17 01:07:37,327.4,4,Organic parasomnia,9608,icd9
,2016-09-30 14:39:32,V20-V29,2,PERSONS ENCOUNTERING HEALTH SERVICES IN CIRCUMSTANCES RELATED TO REPRODUCTION AND DEVELOPMENT ,1323,icd9
319674179.0,1999-03-07 13:52:30,987.3,4,Sulfur dioxide,3962,icd9
272050264.0,2000-12-06 09:58:40,795.11,5,Papanicolaou smear of vagina with atypical squamous cells of undetermined significance (ASC-US),8724,icd9
,1991-08-21 20:46:52,879.7,4,"Other and unspecified parts of trunk, complicated",7882,icd9
221756026.0,1978-06-21 00:38:07,238,3,Neoplasm of uncertain behavior of other and unspecified sites and tissues,8625,icd9
315775522.0,1993-05-11 07:32:02,384.21,5,Central perforation of tympanic membrane,9608,icd9
,1986-12-14 15:26:09,656.9,4,Unspecified fetal and placental problem,7107,icd9
383082633.0,1989-05-15 10:13:26,396.3,4,Mitral valve insufficiency and aortic valve insufficiency,9657,icd9
207065059.0,1974-11-03 16:51:20,782.1,4,Rash and other nonspecific skin eruption,1500,icd9
356475208.0,2008-11-25 00:02:57,004.8,4,Other specified shigella infections,8004,icd9
341211825.0,1975-12-30 02:46:54,172.7,4,"Lower limb, including hip",7087,icd9
360392315.0,1999-02-27 19:03:56,788.38,5,Overflow incontinence,8724,icd9
262054349.0,2008-02-10 14:26:38,E874.9,4,Unspecified procedure,3543,icd9
313346051.0,1985-08-23 08:02:48,239.7,4,Endocrine glands and other parts of nervous system,2962,icd9
256877126.0,1978-10-12 06:28:00,958.93,5,Traumatic compartment syndrome of abdomen,9623,icd9
304483728.0,2001-06-23 20:51:02,636.4,4,Complicated by metabolic disorder,2962,icd9
,1979-10-24 05:21:43,271,3,Disorders of carbohydrate transport and metabolism,8625,icd9
388201122.0,1989-07-02 07:58:15,197.6,4,Retroperitoneum and peritoneum,6321,icd9
282931223.0,1982-02-10 01:53:34,V06.8,4,Other combinations,9566,icd9
,1971-03-07 22:48:38,E942.6,4,Other antihypertensive agents,8724,icd9
260845240.0,1996-01-05 07:16:18,637.3,4,Complicated by renal failure,9608,icd9
276672608.0,2000-11-13 19:41:28,627.0,4,Premenopausal menorrhagia,2972,icd9
382360801.0,2011-10-06 01:47:15,965.09,5,Other,5714,icd9
210897275.0,2017-07-01 11:38:52,V10.01,5,Tongue,7882,icd9
314309408.0,1991-12-14 13:48:52,908.9,4,Late effect of unspecified injury,7107,icd9
381410289.0,1988-01-27 01:53:56,284,3,Aplastic anemia and other bone marrow failure syndromes,2344,icd9
264196122.0,1977-01-30 08:36:40,E938.0,4,Central nervous system muscle-tone depressants,7882,icd9
,1995-01-12 02:37:29,V62,3,Other psychosocial circumstances,1500,icd9
253562111.0,1983-01-13 04:47:54,359.23,5,Myotonic chondrodystrophy,4224,icd9
235516358.0,2016-05-05 02:11:16,E927.8,4,Other overexertion and strenuous and repetitive movements or loads,2533,icd9
256430521.0,2010-08-16 17:14:07,E958.9,4,Unspecified means,6238,icd9
320977623.0,2019-10-28 07:47:31,232.9,4,"Skin, site unspecified",4224,icd9
210561361.0,1992-06-14 11:00:38,378.42,5,Exophoria,3894,icd9
343120262.0,2019-01-29 05:42:40,995.80,5,"Adult maltreatment, unspecified",7573,icd9
314458493.0,1994-04-01 20:45:37,095.1,4,Syphilis of lung,3611,icd9
211425110.0,2004-01-16 11:17:56,V13.4,4,Arthritis,5253,icd9
310178630.0,1981-06-23 20:25:05,728.82,5,Foreign body granuloma of muscle,8724,icd9
350745440.0,2001-02-12 17:51:29,061,3,Dengue,5714,icd9
219388924.0,1987-06-26 07:31:38,E885.2,4,Fall from skateboard,5893,icd9
232686440.0,2007-09-24 15:46:47,599.89,5,Other specified disorders of urinary tract,1323,icd9
236275002.0,2005-09-07 07:53:45,521.30,5,"Erosion, unspecified",5253,icd9
250790663.0,2001-07-09 15:07:13,562.03,5,Diverticulitis of small intestine with hemorrhage,5253,icd9
,2016-10-03 19:57:02,189.8,4,Other specified sites of urinary organs,3600,icd9
265665034.0,2000-08-27 23:39:19,V13.59,5,Other musculoskeletal disorders,2972,icd9
252655653.0,1991-08-02 23:40:15,V69.4,4,Lack of adequate sleep,3543,icd9
263310138.0,1976-11-03 23:34:22,636.5,4,Complicated by shock,1500,icd9
204482161.0,1999-09-12 10:39:06,270.7,4,Other disturbances of straight-chain amino-acid metabolism,3643,icd9
236287347.0,2005-05-15 10:39:24,454.8,4,With other complications,5714,icd9
208638030.0,2013-08-04 11:01:54,770.16,5,Aspiration of blood with respiratory symptoms,6321,icd9
,2015-12-06 16:07:44,820.02,5,Midcervical section,9420,icd9
280172398.0,1975-05-04 04:27:30,300.13,5,Dissociative fugue,7882,icd9
219366659.0,1971-02-14 00:47:11,315.09,5,Other,1822,icd9
223761881.0,1991-03-06 03:05:22,300.1,4,"Dissociative, conversion and factitious disorders",7107,icd9
295571179.0,2010-01-25 06:08:55,778.6,4,Congenital hydrocele,1822,icd9
287873411.0,1999-07-11 20:57:00,556,3,Ulcerative colitis,3643,icd9
,2012-05-08 04:56:37,144,3,Malignant neoplasm of floor of mouth,3962,icd9
328954580.0,2011-06-19 03:07:32,432,3,Other and unspecified intracranial hemorrhage,1404,icd9
371705945.0,1985-04-03 00:23:42,623.9,4,Unspecified noninflammatory disorder of vagina,6238,icd9
212318572.0,1990-09-15 04:59:52,512.0,4,Spontaneous tension pneumothorax,7485,icd9
206722312.0,1995-06-03 09:05:53,091.2,4,Other primary syphilis,2047,icd9
,2015-01-08 05:09:03,943.4,4,Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part,4303,icd9
213654771.0,2018-12-18 23:25:35,E935,3,"Analgesics, antipyretics, and antirheumatics",1822,icd9
211561522.0,1982-01-23 17:36:08,492.0,4,Emphysematous bleb,5714,icd9
,2007-09-28 12:46:32,367.32,5,Aniseikonia,3146,icd9
344859395.0,1997-11-13 06:34:23,074.21,5,Coxsackie pericarditis,5253,icd9
254346315.0,1977-12-25 22:24:37,989.7,4,Aflatoxin and other mycotoxin [food contaminants],4224,icd9
352005407.0,2015-01-04 13:46:15,380,3,Disorders of external ear,3894,icd9
292125077.0,2020-12-05 12:31:21,335.1,4,Spinal muscular atrophy,6321,icd9
329905147.0,1984-10-25 23:54:12,870.8,4,Other specified open wounds of ocular adnexa,5253,icd9
249693710.0,1988-02-11 02:26:40,423.2,4,Constrictive pericarditis,7485,icd9
333591008.0,1988-08-01 17:35:45,300.2,4,Phobic disorders,2515,icd9
271333127.0,2005-04-09 10:16:45,626.7,4,Postcoital bleeding,9623,icd9
267440929.0,1979-01-06 09:16:19,V67.0,4,Following surgery,5893,icd9
275328256.0,1993-06-08 07:14:20,482.82,5,Escherichia coli [E. coli],2533,icd9
371023667.0,1975-02-28 18:05:48,567.8,4,Other specified peritonitis,9420,icd9
339327064.0,2019-03-20 14:18:36,682.6,4,"Leg, except foot",7573,icd9
201047132.0,1973-09-14 00:25:18,E893.9,4,Unspecified source,7364,icd9
364309695.0,1996-11-28 21:46:00,249.1,4,Secondary diabetes mellitus with ketoacidosis,9608,icd9
295704096.0,2004-10-14 18:02:09,155.0,4,"Liver, primary",2912,icd9
363552226.0,2002-08-23 14:05:26,624.1,4,Atrophy of vulva,3647,icd9
370135421.0,1993-07-29 02:03:19,503,3,Pneumoconiosis due to other inorganic dust,6238,icd9
,1996-04-17 07:49:13,794.30,5,"Abnormal function study, unspecified",2912,icd9
215711081.0,1983-07-10 15:06:33,E881.1,4,Fall from scaffolding,2533,icd9
,1984-09-13 15:52:59,635.1,4,Complicated by delayed or excessive hemorrhage,2515,icd9
307050533.0,2009-01-25 07:24:58,099.41,5,Chlamydia trachomatis,7087,icd9
355243937.0,2014-02-08 04:10:04,975.8,4,Other and unspecified respiratory drugs,2533,icd9
342086451.0,1995-05-31 13:54:59,438.81,5,Apraxia,3611,icd9
,1973-05-17 20:48:16,426.9,4,"Conduction disorder, unspecified",7364,icd9
388333838.0,1986-12-09 17:36:22,327.19,5,Other organic hypersomnia,9186,icd9
330576961.0,2017-07-06 02:58:13,186.0,4,Undescended testis,7485,icd9
216361418.0,1972-10-31 03:32:48,862.9,4,"Multiple and unspecified intrathoracic organs, with open wound into cavity",3647,icd9
,1994-04-26 12:47:06,922.32,5,Buttock,7107,icd9
289977921.0,2016-10-19 21:13:04,615.9,4,Unspecified inflammatory disease of uterus,1500,icd9
,1976-12-15 00:59:33,820.11,5,Epiphysis (separation) (upper),3643,icd9
382653136.0,1999-02-28 18:05:01,V15,3,Other personal history presenting hazards to health,7485,icd9
259216277.0,1988-08-06 10:32:51,438.2,4,Hemiplegia/hemiparesis,3894,icd9
263593403.0,1983-06-13 01:05:43,279.04,5,Congenital hypogammaglobulinemia,3962,icd9
279110357.0,2018-11-10 01:46:13,706.3,4,Seborrhea,4224,icd9
388620186.0,1996-04-13 03:32:24,380.81,5,Exostosis of external ear canal,2047,icd9
374009339.0,1987-06-22 01:12:27,415.11,5,Iatrogenic pulmonary embolism and infarction,3075,icd9
,1974-07-04 01:07:06,413.1,4,Prinzmetal angina,1822,icd9
,1979-02-03 00:35:50,245,3,Thyroiditis,2344,icd9
281578910.0,1987-12-14 00:42:50,E934.7,4,Natural blood and blood products,8004,icd9
200328407.0,2019-02-22 04:50:54,600.3,4,Cyst of prostate,7573,icd9
,1996-10-10 17:30:23,611.9,4,Unspecified breast disorder,2912,icd9
345482915.0,2014-01-20 18:17:18,360.20,5,"Degenerative disorder of globe, unspecified",8724,icd9
214576178.0,2003-10-01 09:51:10,185,3,Malignant neoplasm of prostate,7107,icd9
298689248.0,1997-09-20 16:54:13,344.89,5,Other specified paralytic syndrome,2515,icd9
,1996-10-13 00:57:44,991.3,4,Frostbite of other and unspecified sites,4224,icd9
374093627.0,2012-09-15 04:14:01,115.9,4,"Histoplasmosis, unspecified",5253,icd9
339368282.0,1997-12-10 22:08:24,232.6,4,"Skin of upper limb, including shoulder",8004,icd9
315810131.0,2017-12-31 00:27:51,692.74,5,Other chronic dermatitis due to solar radiation,7087,icd9
356912228.0,1976-05-21 03:17:39,V09.70,5,Without mention of resistance to multiple antimycobacterial agents,7116,icd9
230219186.0,2001-08-14 20:58:35,396,3,Diseases of mitral and aortic valves,1500,icd9
