סוג קוד,תיאור הבחנה,קוד הבחנה,תאריך ביקור,תעודת זהות
369160598,2013-11-11 13:50:52,M85862,"Other specified disorders of bone density and structure, left lower leg",icd10
350868753,1976-11-08 05:10:40,O1223,"Gestational edema with proteinuria, third trimester",icd10
271261972,1978-02-24 09:19:50,Z171,Estrogen receptor negative status [ER-],icd10
212580437,2000-04-01 06:43:31,M84351D,"Stress fracture, right femur, subsequent encounter for fracture with routine healing",icd10
272223464,1985-11-23 14:18:26,S52509G,"Unspecified fracture of the lower end of unspecified radius, subsequent encounter for closed fracture with delayed healing",icd10
350689578,1992-04-08 13:55:27,S728X1H,"Other fracture of right femur, subsequent encounter for open fracture type I or II with delayed healing",icd10
351739604,1979-12-28 06:11:40,M12122,"Kaschin-Beck disease, left elbow",icd10
295654607,1980-06-20 23:19:25,M84571A,"Pathological fracture in neoplastic disease, right ankle, initial encounter for fracture",icd10
228480111,2001-04-29 15:47:08,S72023G,"Displaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for closed fracture with delayed healing",icd10
232196288,1975-09-04 13:29:45,A871,Adenoviral meningitis,icd10
335607505,2010-03-18 21:55:27,S89009G,"Unspecified physeal fracture of upper end of unspecified tibia, subsequent encounter for fracture with delayed healing",icd10
205665475,1999-07-14 00:54:33,S82033M,"Displaced transverse fracture of unspecified patella, subsequent encounter for open fracture type I or II with nonunion",icd10
282475767,1990-10-10 21:16:11,S93325D,"Dislocation of tarsometatarsal joint of left foot, subsequent encounter",icd10
343862992,1978-12-02 20:41:46,S43206S,"Unspecified dislocation of unspecified sternoclavicular joint, sequela",icd10
369374507,2000-07-18 23:31:44,S49001P,"Unspecified physeal fracture of upper end of humerus, right arm, subsequent encounter for fracture with malunion",icd10
365611049,2002-03-30 03:13:51,T34821A,"Frostbite with tissue necrosis of right foot, initial encounter",icd10
240817281,1977-09-25 02:20:16,T415X2A,"Poisoning by therapeutic gases, intentional self-harm, initial encounter",icd10
207948340,2001-04-10 00:40:53,Z8631,Personal history of diabetic foot ulcer,icd10
367184326,1993-11-22 14:32:54,S92254B,"Nondisplaced fracture of navicular [scaphoid] of right foot, initial encounter for open fracture",icd10
366711357,2003-01-08 17:33:27,M86061,"Acute hematogenous osteomyelitis, right tibia and fibula",icd10
306344133,1993-01-31 05:44:31,S7410XD,"Injury of femoral nerve at hip and thigh level, unspecified leg, subsequent encounter",icd10
289764862,1987-07-05 20:48:43,O10411,"Pre-existing secondary hypertension complicating pregnancy, first trimester",icd10
211902692,2000-07-29 20:39:36,N99528,Other complication of incontinent external stoma of urinary tract,icd10
312276327,1991-07-23 20:05:04,S66596D,"Other injury of intrinsic muscle, fascia and tendon of right little finger at wrist and hand level, subsequent encounter",icd10
260486727,1975-05-25 12:40:55,Z983,Post therapeutic collapse of lung status,icd10
256593899,1983-10-26 00:32:38,S79091S,"Other physeal fracture of upper end of right femur, sequela",icd10
237520823,1972-10-09 20:06:17,S42209P,"Unspecified fracture of upper end of unspecified humerus, subsequent encounter for fracture with malunion",icd10
207522085,2009-12-11 19:05:34,T6094XD,"Toxic effect of unspecified pesticide, undetermined, subsequent encounter",icd10
316451867,2017-01-23 04:49:32,I69290,Apraxia following other nontraumatic intracranial hemorrhage,icd10
223440580,2010-09-05 23:45:46,Z3A30,30 weeks gestation of pregnancy,icd10
216832486,2005-04-18 00:04:14,S52381P,"Bent bone of right radius, subsequent encounter for closed fracture with malunion",icd10
237563449,1993-01-31 07:53:29,T85598S,"Other mechanical complication of other gastrointestinal prosthetic devices, implants and grafts, sequela",icd10
307211523,1987-08-14 19:04:33,I70291,"Other atherosclerosis of native arteries of extremities, right leg",icd10
300942553,2014-02-25 17:39:20,S92505K,"Nondisplaced unspecified fracture of left lesser toe(s), subsequent encounter for fracture with nonunion",icd10
276702116,1971-11-26 16:34:23,S42136S,"Nondisplaced fracture of coracoid process, unspecified shoulder, sequela",icd10
351252621,1972-06-29 11:44:27,S72323D,"Displaced transverse fracture of shaft of unspecified femur, subsequent encounter for closed fracture with routine healing",icd10
335028392,2018-08-15 19:46:55,Z01818,Encounter for other preprocedural examination,icd10
354641263,1973-02-23 12:53:29,S21332A,"Puncture wound without foreign body of left front wall of thorax with penetration into thoracic cavity, initial encounter",icd10
363204731,2004-09-18 08:36:47,S62340P,"Nondisplaced fracture of base of second metacarpal bone, right hand, subsequent encounter for fracture with malunion",icd10
355582284,1979-11-03 11:47:55,M1A2121,"Drug-induced chronic gout, left shoulder, with tophus (tophi)",icd10
358782436,1994-11-20 10:15:59,S92344D,"Nondisplaced fracture of fourth metatarsal bone, right foot, subsequent encounter for fracture with routine healing",icd10
334987027,1971-02-15 22:41:00,T25511A,"Corrosion of first degree of right ankle, initial encounter",icd10
318310040,2002-08-23 08:14:19,S92811A,"Other fracture of right foot, initial encounter for closed fracture",icd10
217696771,1973-02-18 01:47:56,S78129D,"Partial traumatic amputation at level between unspecified hip and knee, subsequent encounter",icd10
282403566,1982-09-19 14:09:21,S8292XD,"Unspecified fracture of left lower leg, subsequent encounter for closed fracture with routine healing",icd10
215929606,2007-08-14 04:39:14,M3500,"Sicca syndrome, unspecified",icd10
303471761,2011-05-27 22:43:34,S63211A,"Subluxation of metacarpophalangeal joint of left index finger, initial encounter",icd10
322182905,1973-06-18 12:39:04,S82899P,"Other fracture of unspecified lower leg, subsequent encounter for closed fracture with malunion",icd10
243995466,2007-02-08 00:04:10,S89031A,"Salter-Harris Type III physeal fracture of upper end of right tibia, initial encounter for closed fracture",icd10
341346799,1999-08-06 20:58:17,D750,Familial erythrocytosis,icd10
256825148,1996-11-05 17:06:40,T63423A,"Toxic effect of venom of ants, assault, initial encounter",icd10
347611230,1988-01-09 04:10:35,S20121A,"Blister (nonthermal) of breast, right breast, initial encounter",icd10
249449363,2008-01-01 18:37:10,S66126D,"Laceration of flexor muscle, fascia and tendon of right little finger at wrist and hand level, subsequent encounter",icd10
343855158,2010-06-17 10:22:17,S52592K,"Other fractures of lower end of left radius, subsequent encounter for closed fracture with nonunion",icd10
261890505,1997-11-05 18:17:46,Y9361,"Activity, american tackle football",icd10
358272673,2005-10-21 14:57:39,S62009D,"Unspecified fracture of navicular [scaphoid] bone of unspecified wrist, subsequent encounter for fracture with routine healing",icd10
206830326,2017-11-22 18:47:58,T438X5D,"Adverse effect of other psychotropic drugs, subsequent encounter",icd10
260547149,2010-04-07 14:32:12,S52609E,"Unspecified fracture of lower end of unspecified ulna, subsequent encounter for open fracture type I or II with routine healing",icd10
388474756,1976-12-20 19:19:49,S90561S,"Insect bite (nonvenomous), right ankle, sequela",icd10
237047355,2013-11-10 10:00:14,S52599A,"Other fractures of lower end of unspecified radius, initial encounter for closed fracture",icd10
348077974,1996-05-01 21:54:35,I63323,Cerebral infarction due to thrombosis of bilateral anterior cerebral arteries,icd10
244301485,2014-11-28 06:57:43,T24509A,"Corrosion of first degree of unspecified site of unspecified lower limb, except ankle and foot, initial encounter",icd10
230369800,1991-11-04 07:26:31,S51831D,"Puncture wound without foreign body of right forearm, subsequent encounter",icd10
202979006,1992-09-03 13:51:28,V00321S,"Fall from snow-skis, sequela",icd10
225043914,1971-06-18 22:34:07,S46309A,"Unspecified injury of muscle, fascia and tendon of triceps, unspecified arm, initial encounter",icd10
361406333,2017-10-21 14:25:51,S98912D,"Complete traumatic amputation of left foot, level unspecified, subsequent encounter",icd10
273785990,1990-01-23 13:03:02,S548X9A,"Injury of other nerves at forearm level, unspecified arm, initial encounter",icd10
245430358,2004-05-22 15:53:40,L819,"Disorder of pigmentation, unspecified",icd10
210785058,1975-04-10 13:00:53,Y385X3D,"Terrorism involving nuclear weapons, terrorist injured, subsequent encounter",icd10
371739919,2017-11-11 04:26:27,S82141K,"Displaced bicondylar fracture of right tibia, subsequent encounter for closed fracture with nonunion",icd10
381614683,2018-06-09 18:33:03,S7221XP,"Displaced subtrochanteric fracture of right femur, subsequent encounter for closed fracture with malunion",icd10
203130487,2010-04-22 18:06:35,D020,Carcinoma in situ of larynx,icd10
236550507,1988-09-22 22:00:33,T82191D,"Other mechanical complication of cardiac pulse generator (battery), subsequent encounter",icd10
300444811,1979-12-29 14:17:29,V0610XD,"Pedestrian on foot injured in collision with other nonmotor vehicle in traffic accident, subsequent encounter",icd10
250152140,1995-04-09 04:52:06,V521XXS,"Passenger in pick-up truck or van injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, sequela",icd10
327462248,1994-09-22 16:22:15,T43211D,"Poisoning by selective serotonin and norepinephrine reuptake inhibitors, accidental (unintentional), subsequent encounter",icd10
299672739,1972-10-15 12:50:51,R29722,NIHSS score 22,icd10
362109975,2010-11-07 08:53:41,S61051A,"Open bite of right thumb without damage to nail, initial encounter",icd10
311629028,2007-05-13 10:38:41,S99199K,"Other physeal fracture of unspecified metatarsal, subsequent encounter for fracture with nonunion",icd10
204004798,2003-11-23 07:34:10,S92335K,"Nondisplaced fracture of third metatarsal bone, left foot, subsequent encounter for fracture with nonunion",icd10
240264014,1972-10-10 03:07:18,T148XXS,"Other injury of unspecified body region, sequela",icd10
215591412,1980-08-24 08:55:23,S7223XK,"Displaced subtrochanteric fracture of unspecified femur, subsequent encounter for closed fracture with nonunion",icd10
387293890,1995-01-30 21:00:39,S30853A,"Superficial foreign body of scrotum and testes, initial encounter",icd10
236740367,1973-02-11 13:03:51,H04439,Chronic lacrimal mucocele of unspecified lacrimal passage,icd10
298209703,1988-08-13 18:56:59,S0211EG,"Type III occipital condyle fracture, right side, subsequent encounter for fracture with delayed healing",icd10
347630597,2016-06-26 18:32:00,S21411S,"Laceration without foreign body of right back wall of thorax with penetration into thoracic cavity, sequela",icd10
357307652,1984-10-26 23:40:09,S72413Q,"Displaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for open fracture type I or II with malunion",icd10
338406408,1993-04-13 00:28:28,S99041D,"Salter-Harris Type IV physeal fracture of right calcaneus, subsequent encounter for fracture with routine healing",icd10
343793099,1988-01-03 01:53:39,S20321S,"Blister (nonthermal) of right front wall of thorax, sequela",icd10
267301739,1982-10-20 09:52:28,T82128S,"Displacement of other cardiac electronic device, sequela",icd10
370417710,2002-10-02 00:18:29,S70321D,"Blister (nonthermal), right thigh, subsequent encounter",icd10
300753381,1989-02-14 01:47:23,M1A2411,"Drug-induced chronic gout, right hand, with tophus (tophi)",icd10
262266093,2009-06-13 15:27:11,S72044E,"Nondisplaced fracture of base of neck of right femur, subsequent encounter for open fracture type I or II with routine healing",icd10
381652478,1985-07-09 07:23:14,S06366A,"Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter",icd10
231226960,1987-06-12 06:15:42,A57,Chancroid,icd10
389738881,1980-09-30 01:22:26,S91105A,"Unspecified open wound of left lesser toe(s) without damage to nail, initial encounter",icd10
281580089,1989-08-31 14:12:25,F4011,"Social phobia, generalized",icd10
286447350,1989-01-07 08:19:58,S72302H,"Unspecified fracture of shaft of left femur, subsequent encounter for open fracture type I or II with delayed healing",icd10
255168194,2011-09-11 10:57:50,T24421A,"Corrosion of unspecified degree of right knee, initial encounter",icd10
370586891,2016-02-19 22:56:05,E244,Alcohol-induced pseudo-Cushing's syndrome,icd10
323024525,1995-10-29 09:23:50,S63414S,"Traumatic rupture of collateral ligament of right ring finger at metacarpophalangeal and interphalangeal joint, sequela",icd10
369820354,1981-08-30 10:16:32,S25329S,"Major laceration of unspecified innominate or subclavian vein, sequela",icd10
248479602,1978-07-04 06:12:23,K51419,Inflammatory polyps of colon with unspecified complications,icd10
226345032,2017-08-03 03:32:06,S52513J,"Displaced fracture of unspecified radial styloid process, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",icd10
275630554,2009-11-29 12:30:30,S3210XG,"Unspecified fracture of sacrum, subsequent encounter for fracture with delayed healing",icd10
264202064,1992-05-23 20:28:58,S52271Q,"Monteggia's fracture of right ulna, subsequent encounter for open fracture type I or II with malunion",icd10
290188949,1992-05-24 07:27:01,I69819,Unspecified symptoms and signs involving cognitive functions following other cerebrovascular disease,icd10
333294167,1984-04-10 11:37:46,V9110XS,"Crushed between merchant ship and other watercraft or other object due to collision, sequela",icd10
388939554,1973-01-13 23:49:53,W9302XD,"Inhalation of dry ice, subsequent encounter",icd10
318220910,2015-08-03 04:18:55,N758,Other diseases of Bartholin's gland,icd10
277808824,1985-03-05 19:15:58,S82151R,"Displaced fracture of right tibial tuberosity, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",icd10
261224631,1979-02-04 10:36:28,S62134B,"Nondisplaced fracture of capitate [os magnum] bone, right wrist, initial encounter for open fracture",icd10
252418405,2018-01-08 22:14:30,F15188,Other stimulant abuse with other stimulant-induced disorder,icd10
365820440,1998-05-09 01:42:09,L4053,Psoriatic spondylitis,icd10
287359846,2003-11-27 18:46:00,S6792XS,"Crushing injury of unspecified part(s) of left wrist, hand and fingers, sequela",icd10
281501064,1995-09-02 06:27:31,S40911D,"Unspecified superficial injury of right shoulder, subsequent encounter",icd10
287130185,1980-03-31 02:14:11,S66104A,"Unspecified injury of flexor muscle, fascia and tendon of right ring finger at wrist and hand level, initial encounter",icd10
320210322,2018-04-07 00:57:43,S72342R,"Displaced spiral fracture of shaft of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",icd10
375056316,1993-11-01 20:54:45,O924,Hypogalactia,icd10
302311231,1990-04-24 09:08:47,S82853A,"Displaced trimalleolar fracture of unspecified lower leg, initial encounter for closed fracture",icd10
362598192,1989-08-25 04:31:15,S71019A,"Laceration without foreign body, unspecified hip, initial encounter",icd10
280421074,2018-12-19 04:03:43,H02145,Spastic ectropion of left lower eyelid,icd10
360995491,2012-01-21 04:46:06,S56495S,"Other injury of extensor muscle, fascia and tendon of right ring finger at forearm level, sequela",icd10
243766993,2002-01-17 19:23:42,S52322H,"Displaced transverse fracture of shaft of left radius, subsequent encounter for open fracture type I or II with delayed healing",icd10
366889155,1976-03-14 22:22:31,T63002D,"Toxic effect of unspecified snake venom, intentional self-harm, subsequent encounter",icd10
364757188,2019-11-05 07:36:00,T540X1S,"Toxic effect of phenol and phenol homologues, accidental (unintentional), sequela",icd10
340727936,1996-02-07 12:42:32,S82873K,"Displaced pilon fracture of unspecified tibia, subsequent encounter for closed fracture with nonunion",icd10
222982977,2018-06-07 17:06:28,S7221XS,"Displaced subtrochanteric fracture of right femur, sequela",icd10
386787669,2000-10-28 10:12:26,S82031C,"Displaced transverse fracture of right patella, initial encounter for open fracture type IIIA, IIIB, or IIIC",icd10
328308963,1973-05-05 00:46:48,T65831D,"Toxic effect of fiberglass, accidental (unintentional), subsequent encounter",icd10
248856225,1983-11-14 20:49:05,C052,Malignant neoplasm of uvula,icd10
258702116,2000-03-28 18:26:21,T59811A,"Toxic effect of smoke, accidental (unintentional), initial encounter",icd10
260624838,2008-02-26 20:17:13,T528X2A,"Toxic effect of other organic solvents, intentional self-harm, initial encounter",icd10
222023419,1978-06-12 16:38:15,T567X3A,"Toxic effect of beryllium and its compounds, assault, initial encounter",icd10
217015066,2020-01-16 05:43:52,J84111,"Idiopathic interstitial pneumonia, not otherwise specified",icd10
210646815,1989-08-16 10:43:51,M23009,"Cystic meniscus, unspecified meniscus, unspecified knee",icd10
381494945,1976-09-03 02:28:22,H05251,"Intermittent exophthalmos, right eye",icd10
204618422,2000-05-03 17:36:13,C4480,Unspecified malignant neoplasm of overlapping sites of skin,icd10
230462773,2011-03-24 14:36:31,T63081D,"Toxic effect of venom of other African and Asian snake, accidental (unintentional), subsequent encounter",icd10
201753692,1976-12-28 11:42:53,S72025E,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type I or II with routine healing",icd10
204206576,1985-03-31 08:23:51,T632X3S,"Toxic effect of venom of scorpion, assault, sequela",icd10
360446974,2016-04-05 06:23:34,S72301H,"Unspecified fracture of shaft of right femur, subsequent encounter for open fracture type I or II with delayed healing",icd10
321065340,1973-12-01 13:38:56,I639,"Cerebral infarction, unspecified",icd10
250223978,2019-07-03 08:47:37,S40229S,"Blister (nonthermal) of unspecified shoulder, sequela",icd10
353293988,2010-05-30 10:11:29,Q52122,"Longitudinal vaginal septum, obstructing, left side",icd10
294611867,1996-06-15 00:49:07,S82243D,"Displaced spiral fracture of shaft of unspecified tibia, subsequent encounter for closed fracture with routine healing",icd10
210211024,1973-08-21 08:05:37,M25469,"Effusion, unspecified knee",icd10
232448926,2019-08-15 01:27:38,T8542XA,"Displacement of breast prosthesis and implant, initial encounter",icd10
296705496,1975-07-19 07:04:53,S32032G,"Unstable burst fracture of third lumbar vertebra, subsequent encounter for fracture with delayed healing",icd10
223802966,2018-12-01 17:16:53,Y9369,"Activity, other involving other sports and athletics played as a team or group",icd10
269855444,1977-11-01 03:39:53,S82136S,"Nondisplaced fracture of medial condyle of unspecified tibia, sequela",icd10
300885714,1992-12-07 06:10:24,S75009S,"Unspecified injury of femoral artery, unspecified leg, sequela",icd10
345683002,1976-09-11 10:39:28,Z1801,Retained depleted uranium fragments,icd10
271164842,1996-03-09 03:38:08,M86542,"Other chronic hematogenous osteomyelitis, left hand",icd10
235164179,2012-10-28 15:45:05,M05619,Rheumatoid arthritis of unspecified shoulder with involvement of other organs and systems,icd10
274558297,2009-04-21 12:53:40,Z114,Encounter for screening for human immunodeficiency virus [HIV],icd10
212280453,1984-06-17 03:53:31,S52232J,"Displaced oblique fracture of shaft of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",icd10
217305037,2020-12-16 08:40:41,V9138XS,"Hit or struck by falling object due to accident to other unpowered watercraft, sequela",icd10
312412352,1975-12-28 00:22:32,G9741,Accidental puncture or laceration of dura during a procedure,icd10
208975013,1989-02-26 20:45:00,S71122D,"Laceration with foreign body, left thigh, subsequent encounter",icd10
269881358,1990-12-06 18:24:42,H70222,"Chronic petrositis, left ear",icd10
232886510,1990-01-20 21:56:43,T24709D,"Corrosion of third degree of unspecified site of unspecified lower limb, except ankle and foot, subsequent encounter",icd10
362255436,2009-01-23 05:51:47,H35012,"Changes in retinal vascular appearance, left eye",icd10
238423646,1981-10-02 07:27:08,M2211,"Recurrent subluxation of patella, right knee",icd10
307369009,2001-04-26 17:01:04,S52515G,"Nondisplaced fracture of left radial styloid process, subsequent encounter for closed fracture with delayed healing",icd10
300771860,1975-09-29 04:08:43,H02871,Vascular anomalies of right upper eyelid,icd10
347862361,2010-12-08 11:23:56,S59111P,"Salter-Harris Type I physeal fracture of upper end of radius, right arm, subsequent encounter for fracture with malunion",icd10
274438741,1997-10-01 05:36:25,S99041B,"Salter-Harris Type IV physeal fracture of right calcaneus, initial encounter for open fracture",icd10
203780203,1996-04-13 08:51:20,M11231,"Other chondrocalcinosis, right wrist",icd10
218020278,2002-08-20 01:39:45,M80029K,"Age-related osteoporosis with current pathological fracture, unspecified humerus, subsequent encounter for fracture with nonunion",icd10
367301548,1998-03-27 07:35:42,B259,"Cytomegaloviral disease, unspecified",icd10
388107029,2011-01-14 05:43:35,G002,Streptococcal meningitis,icd10
256877126,1980-10-26 06:08:05,V3910XS,"Passenger in three-wheeled motor vehicle injured in collision with unspecified motor vehicles in nontraffic accident, sequela",icd10
312478620,1999-07-14 23:20:06,V531XXA,"Passenger in pick-up truck or van injured in collision with car, pick-up truck or van in nontraffic accident, initial encounter",icd10
340091170,1979-02-09 16:13:33,T23641S,"Corrosion of second degree of multiple right fingers (nail), including thumb, sequela",icd10
328264108,1979-04-08 04:02:56,S63492S,"Traumatic rupture of other ligament of right middle finger at metacarpophalangeal and interphalangeal joint, sequela",icd10
207124089,2001-12-05 23:04:34,S7402XS,"Injury of sciatic nerve at hip and thigh level, left leg, sequela",icd10
290573228,1986-07-17 13:58:10,W5621XS,"Bitten by orca, sequela",icd10
324817804,2010-07-05 06:30:03,S82876H,"Nondisplaced pilon fracture of unspecified tibia, subsequent encounter for open fracture type I or II with delayed healing",icd10
276150331,2002-11-20 22:57:12,H4942,"Progressive external ophthalmoplegia, left eye",icd10
340160406,2003-02-22 13:01:00,Y92019,Unspecified place in single-family (private) house as the place of occurrence of the external cause,icd10
337823753,1983-09-29 07:13:53,S52514G,"Nondisplaced fracture of right radial styloid process, subsequent encounter for closed fracture with delayed healing",icd10
314234182,1983-10-02 12:10:15,S72421E,"Displaced fracture of lateral condyle of right femur, subsequent encounter for open fracture type I or II with routine healing",icd10
377370903,2003-04-11 04:24:21,S92535K,"Nondisplaced fracture of distal phalanx of left lesser toe(s), subsequent encounter for fracture with nonunion",icd10
209565753,1998-08-01 09:26:13,S34111S,"Complete lesion of L1 level of lumbar spinal cord, sequela",icd10
271001845,1984-03-17 13:29:34,H11249,"Scarring of conjunctiva, unspecified eye",icd10
368815423,1990-04-28 12:53:32,S56801S,"Unspecified injury of other muscles, fascia and tendons at forearm level, right arm, sequela",icd10
307887625,1974-03-02 11:55:24,V9188XA,"Other injury due to other accident to other unpowered watercraft, initial encounter",icd10
343716037,1975-07-16 10:06:19,S96092A,"Other injury of muscle and tendon of long flexor muscle of toe at ankle and foot level, left foot, initial encounter",icd10
200655191,2011-09-01 07:15:34,S36599A,"Other injury of unspecified part of colon, initial encounter",icd10
357440004,1980-10-08 07:20:02,C642,"Malignant neoplasm of left kidney, except renal pelvis",icd10
235944180,2015-06-30 19:52:53,N83519,"Torsion of ovary and ovarian pedicle, unspecified side",icd10
222670599,2001-03-06 21:07:14,Y07511,"Daycare center childcare provider, perpetrator of maltreatment and neglect",icd10
339512902,1997-09-20 17:26:54,S60142S,"Contusion of left ring finger with damage to nail, sequela",icd10
347192624,1979-09-19 19:33:33,S63329S,"Traumatic rupture of unspecified radiocarpal ligament, sequela",icd10
252916269,1972-10-22 02:09:34,T595X1S,"Toxic effect of fluorine gas and hydrogen fluoride, accidental (unintentional), sequela",icd10
339685175,2007-10-05 20:39:33,S62131P,"Displaced fracture of capitate [os magnum] bone, right wrist, subsequent encounter for fracture with malunion",icd10
356752503,1990-04-08 14:57:53,T2200XS,"Burn of unspecified degree of shoulder and upper limb, except wrist and hand, unspecified site, sequela",icd10
277978462,1993-09-08 19:01:18,I80229,Phlebitis and thrombophlebitis of unspecified popliteal vein,icd10
275507350,2019-08-11 18:49:20,T17298D,"Other foreign object in pharynx causing other injury, subsequent encounter",icd10
304676738,1995-12-27 00:15:55,M21921,Unspecified acquired deformity of right upper arm,icd10
237747421,1974-12-08 08:48:14,S62501D,"Fracture of unspecified phalanx of right thumb, subsequent encounter for fracture with routine healing",icd10
208593924,2011-02-19 06:24:38,T18110S,"Gastric contents in esophagus causing compression of trachea, sequela",icd10
348670489,1999-02-13 07:27:01,V3969XA,"Unspecified occupant of three-wheeled motor vehicle injured in collision with other motor vehicles in traffic accident, initial encounter",icd10
333406225,1985-12-05 20:53:28,H7413,"Adhesive middle ear disease, bilateral",icd10
248130032,1996-04-12 01:52:12,Q526,Congenital malformation of clitoris,icd10
281509555,1973-02-07 15:39:56,S82036E,"Nondisplaced transverse fracture of unspecified patella, subsequent encounter for open fracture type I or II with routine healing",icd10
234709232,1971-08-10 21:20:56,S72361R,"Displaced segmental fracture of shaft of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",icd10
226650226,1976-08-18 06:20:18,S42125P,"Nondisplaced fracture of acromial process, left shoulder, subsequent encounter for fracture with malunion",icd10
317049584,1996-02-22 00:18:59,M1A4490,"Other secondary chronic gout, unspecified hand, without tophus (tophi)",icd10
263195043,1991-10-18 08:57:05,S62653K,"Nondisplaced fracture of middle phalanx of left middle finger, subsequent encounter for fracture with nonunion",icd10
242076840,2009-01-19 03:31:10,S52343H,"Displaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with delayed healing",icd10
217065810,1975-09-26 16:56:28,S62144G,"Nondisplaced fracture of body of hamate [unciform] bone, right wrist, subsequent encounter for fracture with delayed healing",icd10
256713353,1981-03-11 07:52:46,I160,Hypertensive urgency,icd10
202140545,2007-01-12 01:14:38,O368915,"Maternal care for other specified fetal problems, first trimester, fetus 5",icd10
369299719,1996-03-14 10:26:00,T63432S,"Toxic effect of venom of caterpillars, intentional self-harm, sequela",icd10
330914558,1976-05-17 01:40:07,S02621S,"Fracture of subcondylar process of right mandible, sequela",icd10
297606196,2011-06-06 00:37:28,S62182S,"Displaced fracture of trapezoid [smaller multangular], left wrist, sequela",icd10
220896994,1986-02-14 15:42:34,S60425A,"Blister (nonthermal) of left ring finger, initial encounter",icd10
327695510,2016-02-24 06:54:19,S36420A,"Contusion of duodenum, initial encounter",icd10
251912109,2002-08-19 06:08:04,Z62822,Parent-foster child conflict,icd10
368713738,1982-10-06 18:46:43,S76221D,"Laceration of adductor muscle, fascia and tendon of right thigh, subsequent encounter",icd10
305138747,2005-05-11 02:56:05,S72355E,"Nondisplaced comminuted fracture of shaft of left femur, subsequent encounter for open fracture type I or II with routine healing",icd10
360362514,1981-01-07 01:34:11,M10321,"Gout due to renal impairment, right elbow",icd10
346935132,1999-09-10 01:36:34,M62032,"Separation of muscle (nontraumatic), left forearm",icd10
243723647,1998-12-01 15:52:30,S59292G,"Other physeal fracture of lower end of radius, left arm, subsequent encounter for fracture with delayed healing",icd10
265290152,1974-09-26 11:38:15,Y377X1A,"Military operations involving chemical weapons and other forms of unconventional warfare, civilian, initial encounter",icd10
238346439,2001-12-10 06:44:13,S52112K,"Torus fracture of upper end of left radius, subsequent encounter for fracture with nonunion",icd10
298431216,1998-05-21 01:34:13,T63462S,"Toxic effect of venom of wasps, intentional self-harm, sequela",icd10
332599951,2016-07-07 06:53:00,T364X2A,"Poisoning by tetracyclines, intentional self-harm, initial encounter",icd10
226540702,2015-02-07 13:43:13,R849,Unspecified abnormal finding in specimens from respiratory organs and thorax,icd10
266250705,1990-01-30 19:08:09,V704XXS,"Person boarding or alighting from bus injured in collision with pedestrian or animal, sequela",icd10
276111072,2002-03-23 16:40:45,S06326A,"Contusion and laceration of left cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter",icd10
376316100,2017-08-01 09:57:32,L129,"Pemphigoid, unspecified",icd10
373178590,1972-01-23 06:42:06,S01152D,"Open bite of left eyelid and periocular area, subsequent encounter",icd10
253632763,1992-01-27 08:03:24,S92522S,"Displaced fracture of middle phalanx of left lesser toe(s), sequela",icd10
381218982,1995-02-24 04:28:03,S63045D,"Dislocation of carpometacarpal joint of left thumb, subsequent encounter",icd10
232954974,1979-08-01 22:34:40,S62328B,"Displaced fracture of shaft of other metacarpal bone, initial encounter for open fracture",icd10
353625252,1971-11-03 20:13:36,F1827,Inhalant dependence with inhalant-induced dementia,icd10
293338944,1999-11-21 18:27:17,S99002G,"Unspecified physeal fracture of left calcaneus, subsequent encounter for fracture with delayed healing",icd10
280186233,2005-01-10 23:50:46,S52569D,"Barton's fracture of unspecified radius, subsequent encounter for closed fracture with routine healing",icd10
356087587,1989-09-27 03:03:30,S72012D,"Unspecified intracapsular fracture of left femur, subsequent encounter for closed fracture with routine healing",icd10
348783911,1995-11-14 04:21:14,H02101,Unspecified ectropion of right upper eyelid,icd10
203540879,2020-05-04 21:42:28,I723,Aneurysm of iliac artery,icd10
352322653,2013-01-11 05:19:21,T17810S,"Gastric contents in other parts of respiratory tract causing asphyxiation, sequela",icd10
280559737,1985-10-21 11:13:30,M85179,"Skeletal fluorosis, unspecified ankle and foot",icd10
313814901,2012-04-12 10:36:47,T40902D,"Poisoning by unspecified psychodysleptics [hallucinogens], intentional self-harm, subsequent encounter",icd10
344347235,1990-05-24 17:37:42,K08121,"Complete loss of teeth due to periodontal diseases, class I",icd10
275231864,1999-07-24 07:10:21,Z91841,"Risk for dental caries, low",icd10
